ID,USERID,PACKAGEID,REGDATE,DOMAIN,DOMAINSTATUS,NEXTDUEDATE
30960,61528,83,14/10/2005 00:00:00,,Active,14/10/2019 00:00:00
30990,62190,83,17/10/2005 00:00:00,,Active,17/10/2019 00:00:00
30991,65871,82,17/10/2005 00:00:00,,Active,17/10/2019 00:00:00
31032,59310,82,19/10/2005 00:00:00,,Active,19/10/2019 00:00:00
31036,62187,83,19/10/2005 00:00:00,,Active,19/10/2019 00:00:00
31039,62186,104,19/10/2005 00:00:00,,Active,19/10/2019 00:00:00
31063,62183,82,21/10/2005 00:00:00,,Active,24/10/2019 00:00:00
31160,66591,82,28/10/2005 00:00:00,,Active,28/10/2019 00:00:00
31169,92502,83,30/10/2005 00:00:00,,Active,30/10/2019 00:00:00
31188,62173,82,31/10/2005 00:00:00,,Active,31/10/2019 00:00:00
31191,62172,82,31/10/2005 00:00:00,,Active,31/10/2019 00:00:00
31251,61834,82,05/11/2005 00:00:00,,Active,04/10/2019 00:00:00
31829,58200,83,14/12/2005 00:00:00,,Active,01/10/2019 00:00:00
552836,63400,82,23/02/2010 00:00:00,,Active,23/10/2019 00:00:00
552898,63439,82,04/03/2010 00:00:00,,Active,04/10/2019 00:00:00
552912,63459,82,08/03/2010 00:00:00,,Active,08/10/2019 00:00:00
32907,59773,83,15/02/2006 00:00:00,,Active,15/10/2019 00:00:00
44104,60732,82,01/10/2007 00:00:00,,Active,01/10/2019 00:00:00
44162,58876,82,03/10/2007 00:00:00,,Active,03/10/2019 00:00:00
44170,77685,82,03/10/2007 00:00:00,,Active,03/10/2019 00:00:00
44177,60723,83,03/10/2007 00:00:00,,Active,03/10/2019 00:00:00
44336,60703,82,08/10/2007 00:00:00,,Active,31/10/2019 00:00:00
44343,58616,82,08/10/2007 00:00:00,,Active,31/10/2019 00:00:00
44345,59902,82,08/10/2007 00:00:00,,Active,08/10/2019 00:00:00
44360,68593,82,09/10/2007 00:00:00,,Active,08/10/2019 00:00:00
44362,65960,83,09/10/2007 00:00:00,,Active,09/10/2019 00:00:00
44446,60692,82,12/10/2007 00:00:00,,Active,12/10/2019 00:00:00
44487,59660,83,16/10/2007 00:00:00,,Active,16/10/2019 00:00:00
44503,60683,83,17/10/2007 00:00:00,,Active,17/10/2019 00:00:00
44504,60682,83,17/10/2007 00:00:00,,Active,17/10/2019 00:00:00
44557,64292,83,18/10/2007 00:00:00,,Active,18/10/2019 00:00:00
44629,63937,82,23/10/2007 00:00:00,,Active,23/10/2019 00:00:00
44632,63937,82,23/10/2007 00:00:00,,Active,23/10/2019 00:00:00
44682,64460,82,25/10/2007 00:00:00,,Active,25/10/2019 00:00:00
44688,58592,83,25/10/2007 00:00:00,,Active,25/10/2019 00:00:00
44725,60658,83,26/10/2007 00:00:00,,Active,26/10/2019 00:00:00
44733,59509,83,27/10/2007 00:00:00,,Active,27/10/2019 00:00:00
44746,64382,82,29/10/2007 00:00:00,,Active,29/10/2019 00:00:00
44755,60654,82,30/10/2007 00:00:00,,Active,30/10/2019 00:00:00
51946,58472,82,08/04/2009 00:00:00,,Active,08/10/2019 00:00:00
552953,63361,82,15/03/2010 00:00:00,,Active,15/10/2019 00:00:00
553036,63568,82,29/03/2010 00:00:00,,Active,01/10/2019 00:00:00
44770,60649,82,31/10/2007 00:00:00,,Active,31/10/2019 00:00:00
44845,60635,73,05/11/2007 00:00:00,,Active,05/10/2019 00:00:00
52042,59126,82,17/04/2009 00:00:00,,Active,17/10/2019 00:00:00
52164,59082,82,25/04/2009 00:00:00,,Active,25/10/2019 00:00:00
552757,62635,83,09/02/2010 00:00:00,,Active,09/10/2019 00:00:00
552782,63331,82,12/02/2010 00:00:00,,Active,12/10/2019 00:00:00
34321,59699,83,11/04/2006 00:00:00,,Active,22/10/2019 00:00:00
52593,58930,21,21/05/2009 00:00:00,,Active,10/10/2019 00:00:00
215,47998,84,21/09/2009 00:00:00,,Active,21/10/2019 00:00:00
2056,53428,131,24/01/2007 00:00:00,,Active,21/10/2019 00:00:00
2360,53858,82,06/10/2011 00:00:00,,Active,06/10/2019 00:00:00
2385,53889,83,24/02/2012 00:00:00,,Active,24/10/2019 00:00:00
2419,53925,131,30/10/2012 00:00:00,,Active,03/10/2019 00:00:00
2478,53979,136,09/01/2014 00:00:00,,Active,09/10/2019 00:00:00
23459,63007,82,29/10/2003 00:00:00,,Active,29/10/2019 00:00:00
46270,57842,84,21/02/2008 00:00:00,,Active,21/10/2019 00:00:00
24342,69346,83,22/04/2004 00:00:00,,Active,22/10/2019 00:00:00
24469,62390,82,12/05/2004 00:00:00,,Active,12/10/2019 00:00:00
35777,63929,83,20/06/2006 00:00:00,,Active,20/10/2019 00:00:00
35974,59518,82,29/06/2006 00:00:00,,Active,01/10/2019 00:00:00
36062,61659,83,05/07/2006 00:00:00,,Active,04/10/2019 00:00:00
24892,62871,82,01/09/2002 00:00:00,,Active,25/10/2019 00:00:00
25032,62858,83,09/07/2004 00:00:00,,Active,09/10/2019 00:00:00
36680,61678,123,09/08/2006 00:00:00,,Active,09/10/2019 00:00:00
25840,62784,82,01/10/2004 00:00:00,,Active,04/10/2019 00:00:00
25844,60992,83,04/10/2004 00:00:00,,Active,04/10/2019 00:00:00
25845,59003,82,04/10/2004 00:00:00,,Active,04/10/2019 00:00:00
25849,59764,82,04/10/2004 00:00:00,,Active,04/10/2019 00:00:00
25866,62781,82,05/10/2004 00:00:00,,Active,05/10/2019 00:00:00
25930,64159,82,11/10/2004 00:00:00,,Active,11/10/2019 00:00:00
25989,61691,82,18/10/2004 00:00:00,,Active,18/10/2019 00:00:00
26024,62771,82,20/10/2004 00:00:00,,Active,20/10/2019 00:00:00
26025,62769,82,20/10/2004 00:00:00,,Active,20/10/2019 00:00:00
26048,62767,82,21/10/2004 00:00:00,,Active,21/10/2019 00:00:00
26050,62766,82,22/10/2004 00:00:00,,Active,22/10/2019 00:00:00
26076,62764,82,27/10/2004 00:00:00,,Active,27/10/2019 00:00:00
26094,62042,82,28/10/2004 00:00:00,,Active,28/10/2019 00:00:00
26101,62649,83,29/10/2004 00:00:00,,Active,29/10/2019 00:00:00
26103,62762,82,29/10/2004 00:00:00,,Active,29/10/2019 00:00:00
26105,62761,82,30/10/2004 00:00:00,,Active,30/10/2019 00:00:00
26109,62760,82,31/10/2004 00:00:00,,Active,31/10/2019 00:00:00
36995,61563,84,24/08/2006 00:00:00,,Active,30/10/2019 00:00:00
37144,61677,74,01/09/2006 00:00:00,,Active,01/10/2019 00:00:00
26191,62747,82,05/11/2004 00:00:00,,Active,05/10/2019 00:00:00
37659,61491,82,29/09/2006 00:00:00,,Active,01/10/2019 00:00:00
37693,65146,82,02/10/2006 00:00:00,,Active,02/10/2019 00:00:00
37736,61482,82,04/10/2006 00:00:00,,Active,04/10/2019 00:00:00
37737,58068,82,04/10/2006 00:00:00,,Active,04/10/2019 00:00:00
37751,61452,82,05/10/2006 00:00:00,,Active,05/10/2019 00:00:00
37770,61479,83,06/10/2006 00:00:00,,Active,06/10/2019 00:00:00
37810,61473,82,09/10/2006 00:00:00,,Active,09/10/2019 00:00:00
37813,61472,82,10/10/2006 00:00:00,,Active,10/10/2019 00:00:00
37836,57842,82,11/10/2006 00:00:00,,Active,11/10/2019 00:00:00
37872,58478,83,12/10/2006 00:00:00,,Active,12/10/2019 00:00:00
37875,61466,82,12/10/2006 00:00:00,,Active,12/10/2019 00:00:00
37915,61462,83,15/10/2006 00:00:00,,Active,15/10/2019 00:00:00
37949,61455,82,17/10/2006 00:00:00,,Active,17/10/2019 00:00:00
37965,78937,83,17/10/2006 00:00:00,,Active,17/10/2019 00:00:00
38034,61445,82,20/10/2006 00:00:00,,Active,20/10/2019 00:00:00
38113,61438,83,24/10/2006 00:00:00,,Active,24/10/2019 00:00:00
38125,70934,82,25/10/2006 00:00:00,,Active,25/10/2019 00:00:00
38137,61435,82,25/10/2006 00:00:00,,Active,25/10/2019 00:00:00
38154,61433,82,26/10/2006 00:00:00,,Active,26/10/2019 00:00:00
38164,58073,82,26/10/2006 00:00:00,,Active,26/10/2019 00:00:00
38165,58073,82,26/10/2006 00:00:00,,Active,26/10/2019 00:00:00
38206,61418,83,30/10/2006 00:00:00,,Active,30/10/2019 00:00:00
53912,58459,82,19/09/2009 00:00:00,,Active,19/10/2019 00:00:00
54027,58417,82,01/10/2009 00:00:00,,Active,01/10/2019 00:00:00
54050,58407,83,02/10/2009 00:00:00,,Active,02/10/2019 00:00:00
54076,58396,82,05/10/2009 00:00:00,,Active,05/10/2019 00:00:00
54078,58394,83,05/10/2009 00:00:00,,Active,05/10/2019 00:00:00
54091,58387,104,06/10/2009 00:00:00,,Active,06/10/2019 00:00:00
26920,60798,82,04/01/2005 00:00:00,,Active,20/10/2019 00:00:00
27018,62673,83,12/01/2005 00:00:00,,Active,12/10/2019 00:00:00
54099,58211,82,07/10/2009 00:00:00,,Active,07/10/2019 00:00:00
54109,58379,82,07/10/2009 00:00:00,,Active,07/10/2019 00:00:00
54117,58377,82,08/10/2009 00:00:00,,Active,08/10/2019 00:00:00
54136,58368,83,11/10/2009 00:00:00,,Active,11/10/2019 00:00:00
54144,58335,82,12/10/2009 00:00:00,,Active,12/10/2019 00:00:00
54153,58355,82,13/10/2009 00:00:00,,Active,13/10/2019 00:00:00
54155,58358,82,13/10/2009 00:00:00,,Active,13/10/2019 00:00:00
54212,58336,83,20/10/2009 00:00:00,,Active,20/10/2019 00:00:00
54214,58334,82,20/10/2009 00:00:00,,Active,20/10/2019 00:00:00
54239,58323,104,22/10/2009 00:00:00,,Active,23/10/2019 00:00:00
54247,58321,82,23/10/2009 00:00:00,,Active,23/10/2019 00:00:00
54249,58320,82,25/10/2009 00:00:00,,Active,25/10/2019 00:00:00
54258,71318,82,27/10/2009 00:00:00,,Active,27/10/2019 00:00:00
54302,58196,83,20/11/2009 00:00:00,,Active,20/10/2019 00:00:00
27648,62597,82,21/02/2005 00:00:00,,Active,21/10/2019 00:00:00
49535,59688,82,01/10/2008 00:00:00,,Active,01/10/2019 00:00:00
564847,77044,112,13/05/2015 00:00:00,,Active,13/10/2019 00:00:00
564864,73312,83,13/05/2015 00:00:00,,Active,13/10/2019 00:00:00
564868,61678,103,14/05/2015 00:00:00,,Active,14/10/2019 00:00:00
564905,77108,82,18/05/2015 00:00:00,,Active,18/10/2019 00:00:00
560040,70549,82,15/08/2013 00:00:00,,Active,15/10/2019 00:00:00
561658,58556,112,09/04/2014 00:00:00,,Active,20/10/2019 00:00:00
561660,57865,166,09/04/2014 00:00:00,,Active,07/10/2019 00:00:00
561704,61696,111,16/04/2014 00:00:00,,Active,16/10/2019 00:00:00
563289,58773,111,07/11/2014 00:00:00,,Active,07/10/2019 00:00:00
563328,62532,82,11/11/2014 00:00:00,,Active,11/10/2019 00:00:00
563332,87447,82,12/11/2014 00:00:00,,Active,12/10/2019 00:00:00
563388,74607,103,19/11/2014 00:00:00,,Active,19/10/2019 00:00:00
564953,81011,84,22/05/2015 00:00:00,,Active,22/10/2019 00:00:00
564954,76805,82,22/05/2015 00:00:00,,Active,22/10/2019 00:00:00
564957,71281,84,22/05/2015 00:00:00,,Active,22/10/2019 00:00:00
560183,70727,83,02/09/2013 00:00:00,,Active,02/10/2019 00:00:00
560223,58478,31,09/09/2013 00:00:00,,Cancelled,28/10/2019 00:00:00
560237,66801,21,10/09/2013 00:00:00,,Active,10/10/2019 00:00:00
561866,72981,82,12/05/2014 00:00:00,,Active,12/10/2019 00:00:00
575652,86221,82,02/01/2019 00:00:00,,Active,02/10/2019 00:00:00
575663,69447,153,03/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575666,91537,153,03/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575668,91446,83,03/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575676,87776,103,04/01/2019 00:00:00,,Cancelled,04/10/2019 00:00:00
575684,91975,83,04/01/2019 00:00:00,,Active,04/10/2019 00:00:00
575708,92007,83,07/01/2019 00:00:00,,Active,07/10/2019 00:00:00
575734,92046,103,09/01/2019 00:00:00,,Active,09/10/2019 00:00:00
575735,84247,83,09/01/2019 00:00:00,,Active,09/10/2019 00:00:00
575738,92052,83,09/01/2019 00:00:00,,Active,09/10/2019 00:00:00
575745,92063,168,10/01/2019 00:00:00,,Active,10/10/2019 00:00:00
575746,92071,104,10/01/2019 00:00:00,,Active,10/10/2019 00:00:00
577278,94371,153,18/06/2019 00:00:00,,Active,18/10/2019 00:00:00
577290,94316,82,19/06/2019 00:00:00,,Active,19/10/2019 00:00:00
577292,79198,82,19/06/2019 00:00:00,,Active,19/10/2019 00:00:00
577298,94404,82,20/06/2019 00:00:00,,Active,20/10/2019 00:00:00
577301,94413,153,20/06/2019 00:00:00,,Active,20/10/2019 00:00:00
577302,94417,103,21/06/2019 00:00:00,,Active,21/10/2019 00:00:00
577303,91877,165,21/06/2019 00:00:00,,Active,21/10/2019 00:00:00
577308,94429,168,21/06/2019 00:00:00,,Active,21/10/2019 00:00:00
577309,94411,153,21/06/2019 00:00:00,,Active,21/10/2019 00:00:00
577327,94467,104,25/06/2019 00:00:00,,Active,25/10/2019 00:00:00
572549,87756,82,21/11/2017 00:00:00,,Active,21/10/2019 00:00:00
572553,87755,82,22/11/2017 00:00:00,,Active,22/10/2019 00:00:00
572566,87778,82,23/11/2017 00:00:00,,Active,23/10/2019 00:00:00
572568,87781,113,23/11/2017 00:00:00,,Active,23/10/2019 00:00:00
572575,87790,82,23/11/2017 00:00:00,,Active,23/10/2019 00:00:00
572586,87803,104,24/11/2017 00:00:00,,Active,24/10/2019 00:00:00
574149,89835,112,29/05/2018 00:00:00,,Active,01/10/2019 00:00:00
574173,89865,82,01/06/2018 00:00:00,,Active,01/10/2019 00:00:00
575755,92080,103,10/01/2019 00:00:00,,Active,10/10/2019 00:00:00
575779,92133,83,14/01/2019 00:00:00,,Active,14/10/2019 00:00:00
575780,92134,104,14/01/2019 00:00:00,,Active,14/10/2019 00:00:00
575787,90149,153,14/01/2019 00:00:00,,Active,14/10/2019 00:00:00
575790,92097,153,14/01/2019 00:00:00,,Active,14/10/2019 00:00:00
575800,92163,124,15/01/2019 00:00:00,,Active,15/10/2019 00:00:00
575812,92003,153,17/01/2019 00:00:00,,Active,17/10/2019 00:00:00
575813,91937,153,17/01/2019 00:00:00,,Active,17/10/2019 00:00:00
575818,93682,153,17/01/2019 00:00:00,,Active,17/10/2019 00:00:00
575824,92195,153,17/01/2019 00:00:00,,Active,17/10/2019 00:00:00
575832,87267,83,18/01/2019 00:00:00,,Active,18/10/2019 00:00:00
575834,92210,82,18/01/2019 00:00:00,,Active,18/10/2019 00:00:00
575835,92211,153,18/01/2019 00:00:00,,Active,18/10/2019 00:00:00
575844,86075,153,18/01/2019 00:00:00,,Active,18/10/2019 00:00:00
575845,89733,104,18/01/2019 00:00:00,,Active,18/10/2019 00:00:00
575847,92222,153,18/01/2019 00:00:00,,Active,18/10/2019 00:00:00
575848,88092,83,18/01/2019 00:00:00,,Active,18/10/2019 00:00:00
577382,93470,168,01/07/2019 00:00:00,,Active,01/10/2019 00:00:00
577390,94570,154,02/07/2019 00:00:00,,Active,02/10/2019 00:00:00
577392,76855,153,02/07/2019 00:00:00,,Active,02/10/2019 00:00:00
577394,94583,154,02/07/2019 00:00:00,,Active,02/10/2019 00:00:00
577396,94585,83,02/07/2019 00:00:00,,Cancelled,02/10/2019 00:00:00
577406,94612,153,05/07/2019 00:00:00,,Active,05/10/2019 00:00:00
577412,94543,168,05/07/2019 00:00:00,,Active,05/10/2019 00:00:00
577424,94638,103,08/07/2019 00:00:00,,Active,08/10/2019 00:00:00
577437,94660,82,09/07/2019 00:00:00,,Active,09/10/2019 00:00:00
577461,94706,82,11/07/2019 00:00:00,,Active,11/10/2019 00:00:00
577465,94710,168,11/07/2019 00:00:00,,Active,11/10/2019 00:00:00
577468,94716,83,12/07/2019 00:00:00,,Active,12/10/2019 00:00:00
577474,91348,82,12/07/2019 00:00:00,,Active,12/10/2019 00:00:00
572657,69105,82,03/12/2017 00:00:00,,Active,03/10/2019 00:00:00
572659,87905,21,04/12/2017 00:00:00,,Active,04/10/2019 00:00:00
572668,87921,104,05/12/2017 00:00:00,,Active,05/10/2019 00:00:00
572675,87930,83,06/12/2017 00:00:00,,Active,06/10/2019 00:00:00
572682,87940,154,07/12/2017 00:00:00,,Active,07/10/2019 00:00:00
572685,61096,164,07/12/2017 00:00:00,,Active,07/10/2019 00:00:00
574254,89960,104,12/06/2018 00:00:00,,Active,12/10/2019 00:00:00
574265,89966,153,13/06/2018 00:00:00,,Active,13/10/2019 00:00:00
574275,89987,103,15/06/2018 00:00:00,,Active,15/10/2019 00:00:00
574283,89995,82,15/06/2018 00:00:00,,Active,15/10/2019 00:00:00
574289,85963,103,18/06/2018 00:00:00,,Active,18/10/2019 00:00:00
574290,90008,153,18/06/2018 00:00:00,,Active,18/10/2019 00:00:00
574309,75380,82,20/06/2018 00:00:00,,Active,20/10/2019 00:00:00
574334,90068,82,25/06/2018 00:00:00,,Active,25/10/2019 00:00:00
575855,92225,104,19/01/2019 00:00:00,,Active,19/10/2019 00:00:00
575863,82385,83,20/01/2019 00:00:00,,Active,20/10/2019 00:00:00
575886,92180,82,22/01/2019 00:00:00,,Active,22/10/2019 00:00:00
575910,92309,153,24/01/2019 00:00:00,,Active,24/10/2019 00:00:00
575913,92382,164,24/01/2019 00:00:00,,Active,24/10/2019 00:00:00
575914,92312,82,24/01/2019 00:00:00,,Active,24/10/2019 00:00:00
575926,92335,104,25/01/2019 00:00:00,,Active,25/10/2019 00:00:00
577489,94340,82,16/07/2019 00:00:00,,Active,16/10/2019 00:00:00
577502,94774,168,17/07/2019 00:00:00,,Active,17/10/2019 00:00:00
577512,94528,82,18/07/2019 00:00:00,,Active,18/10/2019 00:00:00
577515,70509,153,18/07/2019 00:00:00,,Active,18/10/2019 00:00:00
577516,94800,168,18/07/2019 00:00:00,,Active,18/10/2019 00:00:00
577527,94822,168,20/07/2019 00:00:00,,Active,20/10/2019 00:00:00
577534,94847,104,22/07/2019 00:00:00,,Active,22/10/2019 00:00:00
577535,94849,153,22/07/2019 00:00:00,,Active,22/10/2019 00:00:00
577553,90869,103,24/07/2019 00:00:00,,Active,24/10/2019 00:00:00
577582,84137,82,26/07/2019 00:00:00,,Active,26/10/2019 00:00:00
572766,88051,153,19/12/2017 00:00:00,,Active,19/10/2019 00:00:00
572794,90785,164,23/12/2017 00:00:00,,Active,23/10/2019 00:00:00
572795,88081,82,23/12/2017 00:00:00,,Active,23/10/2019 00:00:00
572824,58037,84,31/12/2017 00:00:00,,Active,03/10/2019 00:00:00
574371,85402,153,30/06/2018 00:00:00,,Active,02/10/2019 00:00:00
574372,90102,103,30/06/2018 00:00:00,,Active,02/10/2019 00:00:00
574385,90122,83,03/07/2018 00:00:00,,Active,03/10/2019 00:00:00
574405,89579,82,05/07/2018 00:00:00,,Active,05/10/2019 00:00:00
574421,90177,164,09/07/2018 00:00:00,,Active,09/10/2019 00:00:00
574427,90187,82,09/07/2018 00:00:00,,Active,09/10/2019 00:00:00
575958,92384,153,29/01/2019 00:00:00,,Active,01/10/2019 00:00:00
575966,92414,82,31/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575970,92415,83,31/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575973,92424,164,31/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575974,89155,153,31/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575977,92430,83,31/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575978,92410,103,31/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575979,92433,104,31/01/2019 00:00:00,,Active,03/10/2019 00:00:00
575980,92435,104,01/02/2019 00:00:00,,Active,01/10/2019 00:00:00
575982,92441,153,01/02/2019 00:00:00,,Active,01/10/2019 00:00:00
575985,57865,113,01/02/2019 00:00:00,,Active,01/10/2019 00:00:00
576006,92486,82,04/02/2019 00:00:00,,Active,04/10/2019 00:00:00
576010,92493,103,05/02/2019 00:00:00,,Active,05/10/2019 00:00:00
576031,92500,103,05/02/2019 00:00:00,,Active,05/10/2019 00:00:00
576032,92497,168,05/02/2019 00:00:00,,Active,05/10/2019 00:00:00
576034,92505,103,05/02/2019 00:00:00,,Active,05/10/2019 00:00:00
576035,92507,165,05/02/2019 00:00:00,,Active,05/10/2019 00:00:00
576039,87620,162,05/02/2019 00:00:00,,Active,05/10/2019 00:00:00
576048,65625,154,06/02/2019 00:00:00,,Active,06/10/2019 00:00:00
576052,65770,83,06/02/2019 00:00:00,,Active,06/10/2019 00:00:00
555047,65316,83,15/05/2011 00:00:00,,Active,15/10/2019 00:00:00
555067,64587,83,20/05/2011 00:00:00,,Active,20/10/2019 00:00:00
555069,65338,83,20/05/2011 00:00:00,,Active,20/10/2019 00:00:00
555086,57946,82,24/05/2011 00:00:00,,Active,24/10/2019 00:00:00
555088,65353,21,24/05/2011 00:00:00,,Active,24/10/2019 00:00:00
555149,59807,111,06/06/2011 00:00:00,,Active,06/10/2019 00:00:00
555171,65416,83,09/06/2011 00:00:00,,Active,09/10/2019 00:00:00
555197,65439,82,16/06/2011 00:00:00,,Active,16/10/2019 00:00:00
555338,65204,82,23/07/2011 00:00:00,,Active,23/10/2019 00:00:00
555994,66216,82,05/12/2011 00:00:00,,Active,05/10/2019 00:00:00
556014,62792,83,07/12/2011 00:00:00,,Active,07/10/2019 00:00:00
555378,60336,84,05/08/2011 00:00:00,,Active,05/10/2019 00:00:00
555402,65647,83,10/08/2011 00:00:00,,Active,10/10/2019 00:00:00
555484,67623,83,29/08/2011 00:00:00,,Active,29/10/2019 00:00:00
555577,65791,73,13/09/2011 00:00:00,,Active,13/10/2019 00:00:00
555597,65797,82,15/09/2011 00:00:00,,Active,15/10/2019 00:00:00
555604,58124,21,16/09/2011 00:00:00,,Active,07/10/2019 00:00:00
555684,65883,83,03/10/2011 00:00:00,,Active,03/10/2019 00:00:00
555700,74184,82,06/10/2011 00:00:00,,Active,06/10/2019 00:00:00
555716,65911,82,10/10/2011 00:00:00,,Cancelled,10/10/2019 00:00:00
555717,65877,82,10/10/2011 00:00:00,,Active,10/10/2019 00:00:00
555719,65916,83,11/10/2011 00:00:00,,Active,11/10/2019 00:00:00
555724,65918,84,12/10/2011 00:00:00,,Active,12/10/2019 00:00:00
555727,67476,83,12/10/2011 00:00:00,,Active,12/10/2019 00:00:00
555731,65933,82,14/10/2011 00:00:00,,Active,14/10/2019 00:00:00
555732,58019,83,15/10/2011 00:00:00,,Active,15/10/2019 00:00:00
555733,65934,82,15/10/2011 00:00:00,,Active,15/10/2019 00:00:00
555737,65943,121,17/10/2011 00:00:00,,Active,17/10/2019 00:00:00
555739,65944,82,17/10/2011 00:00:00,,Active,17/10/2019 00:00:00
555748,65962,82,19/10/2011 00:00:00,,Active,19/10/2019 00:00:00
555751,89533,83,20/10/2011 00:00:00,,Active,20/10/2019 00:00:00
555753,65968,83,20/10/2011 00:00:00,,Active,20/10/2019 00:00:00
555759,65250,82,21/10/2011 00:00:00,,Active,21/10/2019 00:00:00
555761,65612,82,21/10/2011 00:00:00,,Active,21/10/2019 00:00:00
555766,65987,83,24/10/2011 00:00:00,,Active,24/10/2019 00:00:00
555770,65986,82,25/10/2011 00:00:00,,Active,25/10/2019 00:00:00
555777,65999,113,26/10/2011 00:00:00,,Active,26/10/2019 00:00:00
555778,66003,21,26/10/2011 00:00:00,,Active,24/10/2019 00:00:00
555781,66004,82,26/10/2011 00:00:00,,Active,26/10/2019 00:00:00
555783,67297,82,27/10/2011 00:00:00,,Active,27/10/2019 00:00:00
555788,66011,83,27/10/2011 00:00:00,,Cancelled,27/10/2019 00:00:00
555789,66012,82,27/10/2011 00:00:00,,Active,27/10/2019 00:00:00
555794,66019,82,28/10/2011 00:00:00,,Active,28/10/2019 00:00:00
555797,66022,82,28/10/2011 00:00:00,,Active,28/10/2019 00:00:00
555798,66024,83,29/10/2011 00:00:00,,Active,01/10/2019 00:00:00
554683,65024,82,07/03/2011 00:00:00,,Active,07/10/2019 00:00:00
554806,62445,82,29/03/2011 00:00:00,,Active,01/10/2019 00:00:00
555012,65279,82,06/05/2011 00:00:00,,Active,05/10/2019 00:00:00
555015,65282,83,06/05/2011 00:00:00,,Active,06/10/2019 00:00:00
555041,65306,82,11/05/2011 00:00:00,,Active,11/10/2019 00:00:00
554045,63575,82,26/10/2010 00:00:00,,Active,26/10/2019 00:00:00
554062,64355,82,27/10/2010 00:00:00,,Active,27/10/2019 00:00:00
554069,64307,83,28/10/2010 00:00:00,,Active,28/10/2019 00:00:00
554073,64368,168,29/10/2010 00:00:00,,Active,29/10/2019 00:00:00
554129,64417,83,11/11/2010 00:00:00,,Active,11/10/2019 00:00:00
554152,64436,84,16/11/2010 00:00:00,,Active,16/10/2019 00:00:00
554194,64472,82,24/11/2010 00:00:00,,Active,24/10/2019 00:00:00
554209,58773,166,29/11/2010 00:00:00,,Active,15/10/2019 00:00:00
554218,64500,84,30/11/2010 00:00:00,,Active,02/10/2019 00:00:00
554222,58790,82,30/11/2010 00:00:00,,Active,02/10/2019 00:00:00
554247,63893,19,08/12/2010 00:00:00,,Active,17/10/2019 00:00:00
554265,64553,83,13/12/2010 00:00:00,,Active,13/10/2019 00:00:00
554409,64715,82,21/01/2011 00:00:00,,Active,21/10/2019 00:00:00
554462,64785,83,31/01/2011 00:00:00,,Active,03/10/2019 00:00:00
554478,57887,73,01/02/2011 00:00:00,,Active,01/10/2019 00:00:00
554528,59614,83,09/02/2011 00:00:00,,Active,09/10/2019 00:00:00
554609,75900,84,21/02/2011 00:00:00,,Active,21/10/2019 00:00:00
554621,64969,83,23/02/2011 00:00:00,,Active,23/10/2019 00:00:00
554622,64970,82,24/02/2011 00:00:00,,Active,24/10/2019 00:00:00
554668,59702,113,04/03/2011 00:00:00,,Active,04/10/2019 00:00:00
553393,63824,82,26/05/2010 00:00:00,,Active,17/10/2019 00:00:00
553409,63837,83,31/05/2010 00:00:00,,Active,01/10/2019 00:00:00
553553,63949,21,05/07/2010 00:00:00,,Active,05/10/2019 00:00:00
553642,61572,84,24/07/2010 00:00:00,,Active,24/10/2019 00:00:00
553665,64040,82,29/07/2010 00:00:00,,Active,01/10/2019 00:00:00
553712,64072,123,11/08/2010 00:00:00,,Active,09/10/2019 00:00:00
553799,58833,84,31/08/2010 00:00:00,,Active,01/10/2019 00:00:00
553831,64180,84,09/09/2010 00:00:00,,Active,08/10/2019 00:00:00
553844,64191,83,14/09/2010 00:00:00,,Active,14/10/2019 00:00:00
553913,63856,83,29/09/2010 00:00:00,,Active,01/10/2019 00:00:00
553922,58090,82,02/10/2010 00:00:00,,Active,02/10/2019 00:00:00
553931,62324,7,04/10/2010 00:00:00,,Active,03/10/2019 00:00:00
553939,62223,82,04/10/2010 00:00:00,,Active,04/10/2019 00:00:00
553941,58744,83,05/10/2010 00:00:00,,Cancelled,05/10/2019 00:00:00
553942,64252,82,06/10/2010 00:00:00,,Active,06/10/2019 00:00:00
553947,64258,83,07/10/2010 00:00:00,,Active,07/10/2019 00:00:00
553972,64267,83,08/10/2010 00:00:00,,Active,08/10/2019 00:00:00
553975,64333,82,11/10/2010 00:00:00,,Active,11/10/2019 00:00:00
553978,64271,83,12/10/2010 00:00:00,,Active,12/10/2019 00:00:00
553982,65824,82,13/10/2010 00:00:00,,Active,13/10/2019 00:00:00
553986,58478,83,13/10/2010 00:00:00,,Active,13/10/2019 00:00:00
553996,64288,82,15/10/2010 00:00:00,,Cancelled,15/10/2019 00:00:00
554004,64297,83,18/10/2010 00:00:00,,Active,18/10/2019 00:00:00
554005,64298,83,18/10/2010 00:00:00,,Active,18/10/2019 00:00:00
