INVOICEID,USERID,TYPE,RELID,DESCRIPTION,AMOUNT,DUEDATE,INVOICE_LABEL
1198855,75610,Hosting,563865,Cloud Business Plus,7.99,23/06/2019 00:00:00,
1133269,78697,Hosting,568888,Website Builder,1.19,12/05/2018 00:00:00,
1133270,72413,Hosting,561458,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133246,78862,Hosting,566101,Cloud Lite Plus,4.59,11/05/2018 00:00:00,
1133274,67499,Hosting,557268,Cloud Business Plus,7.99,12/05/2018 00:00:00,
1133277,88113,Hosting,573238,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133280,83750,Hosting,571965,Website Builder,24.95,12/05/2018 00:00:00,
1133282,62390,Hosting,24469,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133286,63331,Hosting,552782,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133288,73565,Hosting,562340,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133290,72981,Hosting,561866,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133291,62673,Hosting,27018,Cloud Business Plus,7.99,12/05/2018 00:00:00,
1133299,71841,Hosting,568193,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133240,84271,Hosting,569958,Cloud Lite Plus,4.59,09/05/2018 00:00:00,
1133303,86303,Hosting,571413,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133304,83159,Hosting,569166,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133236,57871,Hosting,570568,Level 1 Dedicated Server,28.84,05/05/2018 00:00:00,
1133308,86305,Hosting,571415,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133247,87326,Hosting,572228,Cloud Lite Plus,4.59,11/05/2018 00:00:00,
1133239,78151,Hosting,568344,Cloud Lite Plus,4.59,07/05/2018 00:00:00,
1133313,87447,Hosting,563332,Cloud Lite Plus,4.59,12/05/2018 00:00:00,
1133235,86583,Hosting,571794,Cloud Lite Plus,4.59,01/05/2018 00:00:00,
1134217,82837,Hosting,568902,Cloud Lite Plus,4.59,13/05/2018 00:00:00,
1134269,79318,Hosting,566410,Cloud Lite Plus,4.59,18/05/2018 00:00:00,
1134274,78909,Hosting,566408,Cloud Lite Plus,4.59,18/05/2018 00:00:00,
1134275,74230,Hosting,562852,Cloud Business Plus,7.99,18/05/2018 00:00:00,
1134215,77695,Hosting,565313,Reseller Lite,0.5,07/05/2018 00:00:00,
1134281,81391,Hosting,569703,Cloud Lite Plus,4.59,18/05/2018 00:00:00,
1134286,78589,Hosting,565921,Cloud Lite Plus,4.59,18/05/2018 00:00:00,
1134287,74590,Hosting,563120,Cloud Lite Plus,4.59,18/05/2018 00:00:00,
1134289,83840,Hosting,569693,Cloud Lite Plus,4.59,18/05/2018 00:00:00,
1134298,69055,Hosting,558704,Cloud Lite Plus,4.59,18/05/2018 00:00:00,
1134303,58773,Hosting,566633,Hype,0.45,18/05/2018 00:00:00,
1134305,85186,Hosting,570695,Cloud Lite Plus,6.54,18/05/2018 00:00:00,
1135388,85749,Hosting,571041,Cloud Lite Plus,4.59,25/05/2018 00:00:00,
1135364,89492,Hosting,573893,Cloud Business Plus,7.99,24/05/2018 00:00:00,
1135361,65948,Hosting,556886,Cloud Business Plus,7.99,17/05/2018 00:00:00,
1135405,73995,Hosting,562663,Cloud Lite Plus,4.59,25/05/2018 00:00:00,
1135373,66957,Hosting,569269,Cloud VPS Option 3 PCS,121.45,25/05/2018 00:00:00,
1135359,80069,Hosting,571148,Wordpress Hosting,5.99,15/05/2018 00:00:00,
1137611,89649,Hosting,574010,Website Builder,4.95,09/05/2018 00:00:00,
1137619,89651,Hosting,574013,Website Builder,12.95,09/05/2018 00:00:00,
1137625,75900,Hosting,554609,Cloud Ultima,14.95,21/05/2018 00:00:00,
1137646,83630,Hosting,571918,Cloud Lite Plus,4.59,09/06/2018 00:00:00,
1137647,89257,Hosting,573756,Website Builder,12.95,09/06/2018 00:00:00,
1137648,65416,Hosting,555171,Cloud Business Plus,7.99,09/06/2018 00:00:00,
1137650,62635,Hosting,552757,Cloud Business Plus,7.99,09/06/2018 00:00:00,
1137652,85530,Hosting,570875,Website Builder,9.95,09/06/2018 00:00:00,
1137654,85146,Hosting,570624,Website Builder,7.95,09/06/2018 00:00:00,
1137655,80532,Hosting,567258,Website Builder,7.95,09/06/2018 00:00:00,
1137656,89337,Hosting,573752,Cloud Ultima,1.69,09/06/2018 00:00:00,
1137658,63117,Hosting,572442,Enterprise,39.95,09/06/2018 00:00:00,
1137662,67403,Hosting,560442,Cloud VPS Option 3 PCS,128.45,09/06/2018 00:00:00,
1137664,87716,Hosting,573490,Wordpress Hosting,7.99,09/06/2018 00:00:00,
1137666,62858,Hosting,25032,Cloud Business Plus,7.99,09/06/2018 00:00:00,
1137671,86090,Hosting,572441,Wordpress Hosting,7.94,09/06/2018 00:00:00,
1138707,61696,Hosting,561704,Cloud VPS Option 1 PCS,3.19,16/06/2018 00:00:00,
1138708,65439,Hosting,555197,Cloud Lite Plus,4.59,16/06/2018 00:00:00,
1138709,89711,Hosting,574062,Cloud Lite Plus,4.59,16/06/2018 00:00:00,
1138712,82964,Hosting,572497,Cloud Lite Plus,4.59,16/06/2018 00:00:00,
1138715,69572,Hosting,559170,Cloud Lite Plus,4.59,16/06/2018 00:00:00,
1138716,83879,Hosting,569677,Cloud Business Plus,7.99,16/06/2018 00:00:00,
1138724,64436,Hosting,554152,Cloud Ultima,14.95,16/06/2018 00:00:00,
1138725,82855,Hosting,569671,Cloud Lite Plus,4.59,16/06/2018 00:00:00,
1138726,74572,Hosting,563106,Cloud Lite Plus,4.59,16/06/2018 00:00:00,
1138727,67476,Hosting,566383,Secure Mail Relay,0.49,16/06/2018 00:00:00,
1138728,78938,Hosting,566151,Cloud Lite Plus,4.59,16/06/2018 00:00:00,
1138732,85646,Hosting,570953,Cloud Lite Plus,4.59,16/06/2018 00:00:00,
1138737,73320,Hosting,562134,Windows Ultima,15.95,16/06/2018 00:00:00,
1138738,71341,Hosting,561240,Cloud Ultima,14.95,16/06/2018 00:00:00,
1138747,78328,Hosting,567764,Cloud Lite Plus,4.59,16/06/2018 00:00:00,
1158648,68744,Domain,95334,Domain Renewal,24.95,25/10/2018 00:00:00,
1158649,87466,Domain,105522,Domain Renewal,24.95,25/10/2018 00:00:00,
1158650,71460,Domain,105582,Domain Renewal,9.95,25/10/2018 00:00:00,
1158650,71460,Domain,105581,Domain Renewal,1.79,25/10/2018 00:00:00,
1158650,71460,Domain,105583,Domain Renewal,24.95,25/10/2018 00:00:00,
1158651,58357,Domain,38061,Domain Renewal,24.95,25/10/2018 00:00:00,
1158652,87630,Domain,105992,Domain Renewal,24.95,25/10/2018 00:00:00,
1158653,64771,Domain,70721,Domain Renewal,4.95,25/10/2018 00:00:00,
1158654,82958,Domain,95307,Domain Renewal,12.95,25/10/2018 00:00:00,
1158655,62456,Domain,95323,Domain Renewal,12.95,25/10/2018 00:00:00,
1158612,82956,Domain,95305,Domain Renewal,24.95,25/10/2018 00:00:00,
1158657,71804,Domain,71874,Domain Renewal,24.95,25/10/2018 00:00:00,
1158658,87480,Domain,105572,Domain Renewal,24.95,25/10/2018 00:00:00,
1158659,87484,Domain,105579,Domain Renewal,24.95,25/10/2018 00:00:00,
1158660,82961,Domain,95312,Domain Renewal,12.95,25/10/2018 00:00:00,
1158660,82961,Domain,95313,Domain Renewal,24.95,25/10/2018 00:00:00,
1158558,58592,Domain,44688,Domain Renewal,12.95,25/10/2018 00:00:00,
1158661,74592,Domain,77401,Domain Renewal,24.95,25/10/2018 00:00:00,
1158662,82959,Domain,95310,Domain Renewal,24.95,25/10/2018 00:00:00,
1158664,62989,Domain,60503,Domain Renewal,24.95,25/10/2018 00:00:00,
1158656,75007,Domain,95330,Domain Renewal,12.95,25/10/2018 00:00:00,
1158656,75007,Domain,95329,Domain Renewal,24.95,25/10/2018 00:00:00,
1158654,82958,Domain,95308,Domain Renewal,12.95,25/10/2018 00:00:00,
1158654,82958,Domain,95309,Domain Renewal,24.95,25/10/2018 00:00:00,
1158665,66949,Domain,95328,Domain Renewal,12.95,25/10/2018 00:00:00,
1158665,66949,Domain,95327,Domain Renewal,24.95,25/10/2018 00:00:00,
1158664,62989,Domain,60502,Domain Renewal,24.95,25/10/2018 00:00:00,
1158664,62989,Domain,60501,Domain Renewal,24.95,25/10/2018 00:00:00,
1158673,61691,Domain,25989,Domain Renewal,19.95,25/09/2018 00:00:00,
1158681,90988,Hosting,572335,Cloud Lite Plus,6.59,25/10/2018 00:00:00,
1158691,76529,Domain,95338,Domain Renewal,12.95,26/09/2018 00:00:00,
1158695,66414,DomainRegister,114767,Domain Registration,19.95,26/09/2018 00:00:00,
1158725,82976,Hosting,569015,Cloud Lite Plus,6.59,26/10/2018 00:00:00,
1158727,87099,Hosting,572349,Cloud Lite Plus,45.95,26/10/2018 00:00:00,
1158732,63575,Hosting,554045,Cloud Lite Plus,45.95,26/10/2018 00:00:00,
1159882,77638,DomainRegister,114968,Domain Registration,14.95,03/10/2018 00:00:00,
1159883,81614,Domain,94785,Domain Renewal,12.95,03/10/2018 00:00:00,
1159885,91079,Hosting,575060,Cloud Lite Plus,49.95,03/10/2018 00:00:00,
1159885,91079,DomainRegister,114971,Domain Registration,7.95,03/10/2018 00:00:00,
1159885,91079,DomainRegister,114970,Domain Registration,14.95,03/10/2018 00:00:00,
1159886,65863,DomainRegister,114974,Domain Registration,7.95,04/10/2018 00:00:00,
1159886,65863,DomainRegister,114972,Domain Registration,9.95,04/10/2018 00:00:00,
1159886,65863,DomainRegister,114975,Domain Registration,4.95,04/10/2018 00:00:00,
1159886,65863,DomainRegister,114973,Domain Registration,14.95,04/10/2018 00:00:00,
1159887,59791,DomainRegister,114976,Domain Registration,4.95,04/10/2018 00:00:00,
1159887,59791,DomainRegister,114977,Domain Registration,4.95,04/10/2018 00:00:00,
1159888,60211,DomainRegister,114979,Domain Registration,14.95,04/10/2018 00:00:00,
1159888,60211,DomainRegister,114978,Domain Registration,14.95,04/10/2018 00:00:00,
1159889,77638,DomainRegister,114980,Domain Registration,14.95,04/10/2018 00:00:00,
1159891,91080,Hosting,575062,Cloud Lite Plus,49.95,04/10/2018 00:00:00,
1159891,91080,DomainRegister,114981,Domain Registration,14.95,04/10/2018 00:00:00,
1159892,91081,Hosting,575063,Cloud Lite Plus,49.95,04/10/2018 00:00:00,
1159910,58039,Hosting,50976,R100 Bulk Hosting,7.75,03/11/2018 00:00:00,
1159900,83036,Hosting,569075,Reseller Lite,0.5,02/11/2018 00:00:00,
1159901,88571,Hosting,573421,Cloud Business Plus,9.94,02/11/2018 00:00:00,
1159907,53925,Hosting,2419,Legacy GLX Home,5.63,03/11/2018 00:00:00,
1159920,84478,Hosting,570828,Cloud Lite Plus,4.59,03/11/2018 00:00:00,
1159921,69336,Hosting,560395,Cloud VPS Option 2 PCS,84.45,03/11/2018 00:00:00,
1159927,62482,Hosting,28564,Cloud Lite Plus,4.59,03/11/2018 00:00:00,
1159929,65856,Hosting,565036,Cloud Lite Plus,4.59,03/11/2018 00:00:00,
1159932,81093,Hosting,567642,Cloud Business Plus,7.99,03/11/2018 00:00:00,
1159933,79690,Hosting,566698,Cloud Lite Plus,4.59,03/11/2018 00:00:00,
1159934,88150,Hosting,572842,Wordpress Hosting,7.94,03/11/2018 00:00:00,
1159936,75619,Hosting,570199,Cloud Lite Plus,4.59,03/11/2018 00:00:00,
1159940,69105,Hosting,572657,Cloud Lite Plus,6.54,03/11/2018 00:00:00,
1159941,76548,Hosting,564516,Cloud Lite Plus,6.54,03/11/2018 00:00:00,
1159943,64785,Hosting,554462,Cloud Business Plus,7.99,03/11/2018 00:00:00,
1159947,90122,Hosting,574385,Cloud Business Plus,9.94,03/11/2018 00:00:00,
1159948,90739,Hosting,574820,Website Builder,2.95,03/11/2018 00:00:00,
1159953,90621,Hosting,570827,Cloud Lite Plus,6.54,03/11/2018 00:00:00,
1159897,87466,Hosting,572330,Cloud Lite Plus,4.59,24/10/2018 00:00:00,
1159954,91075,Hosting,575055,Website Builder,2.95,03/11/2018 00:00:00,
1159956,90234,Hosting,575054,Website Builder,9.95,03/11/2018 00:00:00,
1159957,82724,Hosting,568806,Cloud Ultima,14.95,03/11/2018 00:00:00,
1156376,62532,Hosting,563328,Cloud Lite Plus,4.59,11/10/2018 00:00:00,
1156358,58930,Hosting,559225,Cloud VPS Custom PCS,52.98,11/10/2018 00:00:00,
1156378,87644,Hosting,572464,Cloud Ultima,1.69,11/10/2018 00:00:00,
1156359,71339,Hosting,560875,Level 1 Dedicated Server,36.89,11/10/2018 00:00:00,
1156348,58045,Hosting,30912,Cloud Lite Plus,45.95,11/10/2018 00:00:00,
1156382,70024,Hosting,559610,Cloud Lite Plus,4.59,11/10/2018 00:00:00,
1156342,66499,Hosting,556287,Cloud Business Plus,7.99,06/10/2018 00:00:00,
1156383,85564,Hosting,570900,Wordpress Hosting,5.99,11/10/2018 00:00:00,
1156384,83144,Hosting,569153,Website Builder,9.95,11/10/2018 00:00:00,
1187012,85533,Hosting,570885,Level 1 Dedicated Server,33.34,16/04/2019 00:00:00,
1186961,68731,Hosting,558434,Cloud Business Plus,9.95,16/04/2019 00:00:00,
1187020,90234,Hosting,576462,Website Builder,6.45,16/04/2019 00:00:00,
1187021,88729,Hosting,573288,Wordpress Hosting,7.94,16/04/2019 00:00:00,
1187023,70403,Hosting,560491,Cloud Business Plus,7.99,16/04/2019 00:00:00,
1188073,83301,Hosting,569240,Website Builder,9.95,22/04/2019 00:00:00,
1188078,93163,Hosting,576520,Website Builder,4.95,22/04/2019 00:00:00,
1188127,92583,Hosting,576525,Website Builder,6.45,23/03/2019 00:00:00,
1189141,87184,Hosting,572107,Cloud Lite Plus,4.59,28/04/2019 00:00:00,
1189111,92382,Hosting,575913,Enterprise,49.95,24/04/2019 00:00:00,
1189161,71212,Hosting,560550,Cloud Lite Plus,4.59,28/04/2019 00:00:00,
1189165,83377,Hosting,569293,Cloud Lite Plus,6.54,28/04/2019 00:00:00,
1190217,87905,Hosting,572659,Level 1 Dedicated Server (04/05/2019,3.07,04/05/2019 00:00:00,
1190218,88568,Hosting,573164,Website Builder,7.95,04/05/2019 00:00:00,
1190209,82406,Hosting,568581,Cloud Business Plus,10.95,04/05/2019 00:00:00,
1190225,59702,Hosting,554668,Cloud VPS Option 3 PCS,13.84,04/05/2019 00:00:00,
1190226,87776,Hosting,575676,Website Builder,6.45,04/05/2019 00:00:00,
1190228,92486,Hosting,576006,Cloud Lite Plus,0.69,04/05/2019 00:00:00,
1190194,62482,Hosting,28564,Cloud Lite Plus,4.59,03/05/2019 00:00:00,
1190206,60431,Hosting,558832,Reseller Lite,0.5,04/05/2019 00:00:00,
1190230,90149,Hosting,576323,Wordpress Hosting,0.59,04/05/2019 00:00:00,
1190231,68722,Hosting,564258,Cloud Business Plus,7.99,04/05/2019 00:00:00,
1190232,74116,Hosting,576319,Wordpress Hosting,3.95,04/05/2019 00:00:00,
1190234,80891,Hosting,571862,Cloud Lite Plus,4.59,04/05/2019 00:00:00,
1190238,75163,Hosting,572847,Website Builder,2.95,04/05/2019 00:00:00,
1190241,78417,Hosting,565781,Cloud VPS Option 1 PCS,52.45,04/05/2019 00:00:00,
1191304,93459,Hosting,576688,Wordpress Hosting,0.59,10/05/2019 00:00:00,
1191259,92998,Hosting,576404,Cloud Business Plus,0.69,10/05/2019 00:00:00,
1191306,92080,Hosting,575755,Website Builder,6.45,10/05/2019 00:00:00,
1191308,91484,Hosting,575360,Website Builder,2.95,10/05/2019 00:00:00,
1191244,91469,Hosting,575341,Cloud Lite Plus,0.69,09/05/2019 00:00:00,
1191313,75851,Hosting,564022,Cloud Lite Plus,4.59,10/05/2019 00:00:00,
1191314,91482,Hosting,575355,Website Builder,9.95,10/05/2019 00:00:00,
1191316,69515,Hosting,559126,Cloud Ultima,14.95,10/05/2019 00:00:00,
1191258,58930,Hosting,568788,Hype,19.95,10/05/2019 00:00:00,
1191233,84514,Hosting,575263,Cloud Business Plus,1.19,02/05/2019 00:00:00,
1191245,85059,Hosting,571387,Cloud Lite Plus,4.59,09/05/2019 00:00:00,
1191238,92052,Hosting,575738,Cloud Business Plus,0.69,09/05/2019 00:00:00,
1191261,86096,Hosting,575114,Cloud Business Plus,1.19,09/05/2019 00:00:00,
1191246,90187,Hosting,574427,Cloud Lite Plus,4.59,09/05/2019 00:00:00,
1191324,66801,Hosting,560237,Level 1 Dedicated Server,35.89,10/05/2019 00:00:00,
1144090,88755,Hosting,573872,Website Builder,4.95,22/07/2018 00:00:00,
1144092,89774,Hosting,574107,Cloud Lite Plus,4.59,22/07/2018 00:00:00,
1144094,84477,Hosting,570099,Cloud Lite Plus,4.59,22/07/2018 00:00:00,
1144100,75803,Hosting,573341,Cloud Lite Plus,6.54,22/07/2018 00:00:00,
1144104,70282,Hosting,568726,Cloud Business Plus,7.99,22/07/2018 00:00:00,
1144059,82450,Hosting,570404,Website Builder,7.95,21/07/2018 00:00:00,
1144109,80334,Hosting,567112,Cloud Lite Plus,4.59,22/07/2018 00:00:00,
1144110,76437,Hosting,564670,Cloud Lite Plus,4.59,22/07/2018 00:00:00,
1144115,84905,Hosting,570426,Cloud Lite Plus,6.54,22/07/2018 00:00:00,
1144119,76805,Hosting,564954,Cloud Lite Plus,4.59,22/07/2018 00:00:00,
1144120,73686,Hosting,568974,Cloud Lite Plus,4.59,22/07/2018 00:00:00,
1144121,88798,Hosting,573346,Website Builder,12.95,22/07/2018 00:00:00,
1144123,81011,Hosting,564953,Cloud Ultima,14.95,22/07/2018 00:00:00,
1144125,71281,Hosting,564957,Cloud Ultima,1.79,22/07/2018 00:00:00,
1144126,76015,Hosting,564145,Cloud Business Plus,7.99,22/07/2018 00:00:00,
1144128,78620,Hosting,565938,Cloud Business Plus,7.99,22/07/2018 00:00:00,
1144131,69346,Hosting,24342,Cloud Business Plus,7.99,22/07/2018 00:00:00,
1144132,83301,Hosting,569240,Website Builder,9.95,22/07/2018 00:00:00,
1145276,90102,Hosting,574372,Website Builder,22.95,30/06/2018 00:00:00,
1145288,90102,Hosting,574372,Website Builder,22.95,30/07/2018 00:00:00,
1146423,81465,Hosting,567921,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146425,69244,Hosting,558869,Cloud VPS Option 2 PCS,74.85,08/08/2018 00:00:00,
1146403,59492,Hosting,560968,Cloud VPS Option 3 PCS,181.35,07/08/2018 00:00:00,
1146430,75102,Hosting,563523,Cloud VPS Option 4 PCS,222.35,08/08/2018 00:00:00,
1146433,71031,Hosting,560424,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146404,81937,Hosting,557034,Cloud Ultima,14.95,07/08/2018 00:00:00,
1146435,87286,Hosting,572188,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146436,80519,Hosting,567245,Cloud Business Plus,7.99,08/08/2018 00:00:00,
1146437,64180,Hosting,553831,Cloud Ultima,47.35,08/08/2018 00:00:00,
1146440,85087,Hosting,570619,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146441,82462,Hosting,568618,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146443,71529,Hosting,560792,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146445,75163,Hosting,569618,Website Builder,9.95,08/08/2018 00:00:00,
1146448,83132,Hosting,569937,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146449,87069,Hosting,572880,Cloud Lite Plus,6.54,08/08/2018 00:00:00,
1146402,57871,Hosting,570568,Level 1 Dedicated Server,28.84,05/08/2018 00:00:00,
1146456,80522,Hosting,567246,Cloud VPS Option 2 PCS,13.53,08/08/2018 00:00:00,
1146457,65513,Hosting,567915,Cloud VPS Option 3 PCS,18.74,08/08/2018 00:00:00,
1146459,77564,Hosting,565319,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146461,83484,Hosting,569378,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146465,84767,Hosting,573747,Enterprise,39.95,08/08/2018 00:00:00,
1146467,72080,Hosting,561654,Cloud Lite Plus,4.59,08/08/2018 00:00:00,
1146469,88630,Hosting,573216,Website Builder,7.95,08/08/2018 00:00:00,
1147605,85463,Hosting,572984,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147607,85247,Hosting,570684,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147609,87784,Hosting,572985,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147599,74861,Hosting,566803,Cloud Lite Plus,4.59,13/08/2018 00:00:00,
1147617,61696,Hosting,561704,Cloud VPS Option 1 PCS,3.19,16/08/2018 00:00:00,
1147620,65439,Hosting,555197,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147621,89711,Hosting,574062,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147622,82964,Hosting,572497,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147624,69572,Hosting,559170,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147625,83879,Hosting,569677,Cloud Business Plus,7.99,16/08/2018 00:00:00,
1147630,64436,Hosting,554152,Cloud Ultima,14.95,16/08/2018 00:00:00,
1147631,82855,Hosting,569671,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147632,74572,Hosting,563106,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147603,67476,Hosting,566383,Secure Mail Relay,0.49,16/08/2018 00:00:00,
1147636,78938,Hosting,566151,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147637,85646,Hosting,570953,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147639,73320,Hosting,562134,Windows Ultima,15.95,16/08/2018 00:00:00,
1147640,71341,Hosting,561240,Cloud Ultima,14.95,16/08/2018 00:00:00,
1147642,90245,Hosting,574481,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147648,78328,Hosting,567764,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147650,87194,Hosting,572495,Cloud Lite Plus,4.59,16/08/2018 00:00:00,
1147653,79300,Hosting,566385,Cloud Ultima,14.95,16/08/2018 00:00:00,
1147598,88771,Hosting,573757,Cloud Ultima,1.69,09/08/2018 00:00:00,
1147656,85533,Hosting,570885,Level 1 Dedicated Server,33.34,16/08/2018 00:00:00,
1147659,88729,Hosting,573288,Wordpress Hosting,7.94,16/08/2018 00:00:00,
1147660,70403,Hosting,560491,Cloud Business Plus,7.99,16/08/2018 00:00:00,
1148794,66414,Domain,94712,Domain Renewal,9.95,24/07/2018 00:00:00,
1148813,84478,Hosting,574539,Cloud Lite Plus,6.54,24/07/2018 00:00:00,
1148850,64970,Hosting,554622,Cloud Lite Plus,4.59,24/08/2018 00:00:00,
1148845,67656,Hosting,570438,Cloud Lite Plus,4.59,24/08/2018 00:00:00,
1148847,53889,Hosting,2385,Cloud Business Plus,7.99,24/08/2018 00:00:00,
1148858,84478,Hosting,570759,Cloud Lite Plus,4.59,24/08/2018 00:00:00,
1148860,58186,Hosting,54587,Cloud Ultima,14.95,24/08/2018 00:00:00,
1148861,88413,Hosting,573063,Cloud Lite Plus,6.54,24/08/2018 00:00:00,
1157732,72327,Domain,77408,Domain Renewal,1.79,19/10/2018 00:00:00,
1157686,82897,Domain,95193,Domain Renewal,12.95,19/10/2018 00:00:00,
1157733,71138,Domain,70608,Domain Renewal,1.79,19/10/2018 00:00:00,
1157695,72741,Domain,86623,Domain Renewal,12.95,19/10/2018 00:00:00,
1157695,72741,Domain,86622,Domain Renewal,24.95,19/10/2018 00:00:00,
1157713,87415,Domain,105403,Domain Renewal,24.95,19/10/2018 00:00:00,
1157713,87415,Domain,105407,Domain Renewal,24.95,19/10/2018 00:00:00,
1157713,87415,Domain,105404,Domain Renewal,24.95,19/10/2018 00:00:00,
1157713,87415,Domain,105402,Domain Renewal,24.95,19/10/2018 00:00:00,
1157713,87415,Domain,105406,Domain Renewal,24.95,19/10/2018 00:00:00,
1157713,87415,Domain,105405,Domain Renewal,24.95,19/10/2018 00:00:00,
1157734,65624,Domain,60431,Domain Renewal,24.95,19/10/2018 00:00:00,
1157735,78967,Domain,86634,Domain Renewal,24.95,19/10/2018 00:00:00,
1157737,68137,Domain,64770,Domain Renewal,27.95,19/10/2018 00:00:00,
1157720,57998,Domain,64619,Domain Renewal,24.95,19/10/2018 00:00:00,
1157739,79768,Domain,105426,Domain Renewal,24.95,19/10/2018 00:00:00,
1157741,61644,Domain,60448,Domain Renewal,9.95,19/10/2018 00:00:00,
1157741,61644,Domain,60446,Domain Renewal,12.95,19/10/2018 00:00:00,
1157743,87424,Domain,105427,Domain Renewal,24.95,19/10/2018 00:00:00,
1157695,72741,Domain,86620,Domain Renewal,24.95,19/10/2018 00:00:00,
1157744,87419,Domain,105420,Domain Renewal,24.95,19/10/2018 00:00:00,
1157713,87415,Domain,105400,Domain Renewal,24.95,19/10/2018 00:00:00,
1157695,72741,Domain,86625,Domain Renewal,12.95,19/10/2018 00:00:00,
1157695,72741,Domain,86624,Domain Renewal,24.95,19/10/2018 00:00:00,
1157697,65962,Domain,60456,Domain Renewal,9.71,19/10/2018 00:00:00,
1157746,70381,Domain,69166,Domain Renewal,24.95,19/10/2018 00:00:00,
1157748,87421,Domain,105422,Domain Renewal,12.95,19/10/2018 00:00:00,
